Caltrans District ID Number,Route Number,Route Suffix,County,Postmile Prefix,Postmile Number,Postmile Suffix,Description of Location,South or Westbound Peak Hour,South or Westbound Peak Month,South or Westbound Annual Average Daily Traffic (AADT),North or Eastbound Peak Hour,North or Eastbound Peak Month,North or Eastbound Annual Average Daily Traffic (AADT),Location
11,5,,San Diego,R,47.975,,"CARLSBAD, CANNON ROAD",15100,216000,200000,14200,210000,199000,"(33.1344738, -117.3291817)"
11,5,,San Diego,R,49.278,,TAMARACK AVENUE,14200,210000,199000,14700,200000,196000,"(33.1522032, -117.3362778)"
11,5,,San Diego,R,50.106,,"CARLSBAD, CARLSBAD VILLAGE DRIVE",14700,200000,196000,14700,198000,194000,"(33.16320446, -117.3420867)"
11,5,,San Diego,R,50.684,,"CARLSBAD, LAS FLORES DRIVE ",14700,198000,194000,14600,200000,196000,"(33.17067131, -117.346353)"
11,5,,San Diego,R,51.201,,JCT. RTE. 78 EAST,14600,200000,196000,14100,209000,193000,"(33.17707921, -117.3511708)"
11,5,,San Diego,R,51.466,,"OCEANSIDE, CASSIDY STREET",14100,209000,193000,14300,202000,192000,"(33.18023723, -117.353774)"
11,5,,San Diego,R,51.847,,"OCEANSIDE, CALIFORNIA STREET",14300,202000,192000,14800,211000,191000,"(33.18477024, -117.3575394)"
11,5,,San Diego,R,52.298,,"OCEANSIDE, OCEANSIDE BOULEVARD",14800,211000,191000,14800,204000,192000,"(33.19013485, -117.3620138)"
11,5,,San Diego,R,53.43,,MISSION AVENUE,14800,204000,192000,13100,187000,172000,"(33.20152314, -117.3753105)"
11,5,,San Diego,R,53.932,,JCT. RTE. 76,13100,187000,172000,12200,170000,159000,"(33.20487357, -117.3830962)"
11,5,,San Diego,R,54.39,,HARBOR DRIVE/VANDERGRIFT,12200,170000,159000,10900,142000,132000,"(33.21046517, -117.3871286)"
11,5,,San Diego,R,62.078,,LAS PULGAS ROAD,11200,146000,132000,10800,146000,131000,"(33.29877209, -117.4643415)"
11,5,,San Diego,R,71.377,,BASILONE ROAD,10800,146000,131000,11300,142000,138000,"(33.38561287, -117.583069)"
11,5,,San Diego,R,72.281,,CHRISTIANITOS ROAD,11300,142000,138000,11400,143000,139000,"(33.39538644, -117.5929149)"
11,5,,San Diego,R,72.367,,SAN DIEGO/ORANGE COUNTY LINE,11400,143000,139000,,,,"(33.39649543, -117.5936169)"
11,7,,Imperial,S,0,,BEGIN SPUR RTE 7 AT U.S. CUSTOMS STATION,,,,1350,16700,15700,"(32.67976987, -115.3902744)"
11,7,,Imperial,,0,,BEGIN ROUTE 7,,,,210,2700,2400,"(32.67978296, -115.3878323)"
11,7,,Imperial,S,0.239,,MENVIELLE ROAD,1350,16700,15700,880,11100,10500,"(32.68275065, -115.3890474)"
11,7,,Imperial,,0.264,,CALEXICO VEHICLE INSPECTION,210,2700,2400,510,6500,6100,"(32.68279879, -115.3856493)"
11,7,,Imperial,S,0.449,,JCT. RTE 7,650,8500,8000,650,8500,8000,"(32.6828223, -115.385796)"
11,7,,Imperial,S,0.536,,"END SPUR RTE 7; BEG RTE 7, U.S/MEXICO INT'L BNDY",400,4950,4500,,,,"(32.67978296, -115.3878323)"
11,7,,Imperial,,0.672,,MAGGIO ROAD,690,9200,8400,900,9000,8300,"(32.68645681, -115.3801291)"
11,7,,Imperial,,1.188,,"CALEXICO, JCT. RTE. 98",900,9000,8300,660,6900,6500,"(32.69375105, -115.3788728)"
11,7,,Imperial,,6.718,,JCT. RTE. 8,630,6900,6300,240,3450,3400,"(32.77331204, -115.3837492)"
11,8,,Imperial,R,0,,SAN DIEGO/IMPERIAL COUNTY LINE,,,,1400,14500,13400,"(32.64452671, -116.1057957)"
11,8,,San Diego,R,0.364,,"SAN DIEGO, MORENA BOULEVARD",10700,140000,128000,15000,201000,188000,"(32.76005248, -117.1981309)"
11,8,,San Diego,T,0.407,,"SAN DIEGO, SUNSET CLIFFS BOULEVARD",,,,840,12500,11900,"(32.75449505, -117.2361475)"
11,8,,San Diego,T,0.466,,EB RIGHT TURN FROM NIMITZ BLVD,910,13500,12900,3900,48500,46000,"(32.75489901, -117.2352922)"
11,8,,San Diego,,0.946,,HOTEL CIRCLE/TAYLOR STREET,15000,201000,188000,15300,202000,190000,"(32.75967455, -117.18831)"
11,8,,San Diego,L,1.213,,MIDWAY DRIVE,3900,48500,46000,8200,113000,100000,"(32.7569033, -117.2235603)"
11,8,,San Diego,,2.23,,"SAN DIEGO, HOTEL CIRCLE",15300,202000,190000,16200,214000,199000,"(32.76120295, -117.1665355)"
11,8,,San Diego,L,2.379,,JCT RTE. 5 LEFT LANES,8200,113000,100000,10700,140000,128000,"(32.75909992, -117.2039901)"
11,8,,San Diego,,2.41,,"SAN DIEGO, JCT. RTE. 163",16200,214000,199000,16600,220000,205000,"(32.76232759, -117.1637752)"
11,8,,San Diego,,3.04,,"SAN DIEGO, MISSION CENTER ROAD",16600,220000,205000,17800,235000,219000,"(32.7652863, -117.1537188)"
11,8,,Imperial,R,3.091,,MOUNTAIN SPRINGS ,1400,14500,13400,1400,14500,13400,"(32.67620305, -116.0994092)"
11,8,,San Diego,,3.902,,"SAN DIEGO, TEXAS STREET ",17800,235000,219000,15800,209000,194000,"(32.76980327, -117.1397357)"
11,8,,San Diego,,4.378,,"SAN DIEGO, JCT. RTE. 805",15800,209000,194000,18700,241000,237000,"(32.77172878, -117.1318057)"
11,8,,San Diego,,5.638,,JCT. RTE. 15,18700,241000,237000,16200,213000,209000,"(32.77850755, -117.1120741)"
11,8,,San Diego,,6.271,,"SAN DIEGO, FAIRMOUNT AVENUE ",16200,213000,209000,18100,235000,230000,"(32.77897722, -117.1014713)"
11,8,,San Diego,,7.06,,"SAN DIEGO, WARING ROAD",18100,235000,230000,17800,221000,216000,"(32.7806102, -117.0881661)"
11,8,,San Diego,,8.336,,COLLEGE AVENUE,17800,221000,216000,15800,196000,193000,"(32.77933455, -117.066382)"
11,8,,San Diego,,9.591,,"LA MESA, LAKE MURRAY BOULEVARD",15800,196000,193000,14600,190000,186000,"(32.77410354, -117.0460805)"
11,8,,Imperial,R,10.01,,JCT. RTE. 98,2050,16200,13100,1900,14700,11800,"(32.7268193, -116.0242255)"
11,8,,San Diego,,10.57,,FLETCHER PARKWAY,14600,190000,186000,13300,172000,170000,"(32.77328649, -117.0300724)"
11,8,,San Diego,,10.967,,SPRING STREET,13300,172000,170000,15000,192000,188000,"(32.77087455, -117.023709)"
11,8,,San Diego,,11.101,,"LA MESA, EL CAJON BOULEVARD ",15000,192000,188000,15800,190000,188000,"(32.77085055, -117.021676)"
11,8,,San Diego,,11.764,,JACKSON DRIVE,15800,190000,188000,14600,183000,179000,"(32.7747789, -117.01123)"
11,8,,Imperial,R,11.918,,"OCOTILLO, IMPERIAL HIGHWAY ",1900,14700,11800,1750,14100,12000,"(32.73405291, -115.9943693)"
11,8,,San Diego,,12.24,,"LA MESA, JCT. RTE. 125 SOUTH",14600,183000,179000,18400,230000,221000,"(32.77748155, -117.0036635)"
11,8,,San Diego,,12.654,,"LA MESA, SEVERIN/ FUERTE DRIVES",18400,230000,221000,18200,223000,219000,"(32.77916554, -116.9971344)"
11,8,,San Diego,,13.658,,"EL CAJON, EL CAJON BOULEVARD",18200,223000,219000,14000,170000,168000,"(32.78254176, -116.9810961)"
11,8,,San Diego,,14.594,,WEST MAIN STREET,14000,170000,168000,13000,167000,163000,"(32.79497887, -116.9770398)"
11,8,,San Diego,,15.3,,"EL CAJON, JOHNSON AVENUE",13000,167000,163000,11500,149000,145000,"(32.80273847, -116.9710584)"
11,8,,San Diego,,15.8,,"EL CAJON, JCT. RTE. 67 NORTH",11500,149000,145000,9100,117000,114000,"(32.80296007, -116.9647147)"
11,8,,San Diego,,16.467,,"EL CAJON, MOLLISON AVENUE",9100,117000,114000,7700,105000,99000,"(32.80295433, -116.9509997)"
11,8,,San Diego,,17.36,,"EL CAJON, JCT. RTE. 54 SOUTH",7700,105000,99000,5100,67000,64000,"(32.80294891, -116.9355869)"
11,8,,San Diego,,17.829,,"EL CAJON, EAST MAIN STREET ",5100,67000,64000,7400,99000,91000,"(32.80294384, -116.9276345)"
11,8,,San Diego,R,18.727,,GREENFIELD DRIVE,7400,99000,91000,6700,81000,79000,"(32.81157354, -116.9171715)"
11,8,,San Diego,R,20.041,,LOS COCHES UC,6700,81000,79000,5100,71000,68000,"(32.82638158, -116.9034244)"
11,8,,San Diego,R,21.508,,LOS COCHES CREEK BRIDGE,5100,71000,68000,5100,71000,68000,"(32.84174826, -116.8859022)"
11,8,,San Diego,R,21.815,,HARRITT ROAD/ LAKE JENNINGS PARK ROAD,5100,71000,68000,4900,56000,53000,"(32.84434199, -116.8818379)"
11,8,,Imperial,R,23.48,,DUNAWAY ROAD,1750,14100,12000,1700,15700,12400,"(32.76873552, -115.8005244)"
11,8,,San Diego,R,25.685,,HARBISON CANYON ,4900,56000,53000,4000,47500,47000,"(32.85677622, -116.819807)"
11,8,,San Diego,R,28.464,,TAVERN ROAD,4000,47500,47000,2850,33000,32500,"(32.83984455, -116.779463)"
11,8,,Imperial,R,29.933,,DREW ROAD,1700,15700,12400,2050,15400,14000,"(32.77384152, -115.690324)"
11,8,,San Diego,R,31.343,,WEST WILLOWS ROAD ,2850,33000,32500,2000,24300,24100,"(32.83367028, -116.7311871)"
11,8,,Imperial,R,33.991,,FORRESTER ROAD ,2050,15400,14000,2000,18000,15900,"(32.77374929, -115.6206239)"
11,8,,San Diego,R,34.326,,EAST WILLOWS ROAD,2000,24300,24100,1950,23800,23600,"(32.83810669, -116.6814953)"
11,8,,Imperial,R,36.973,,IMPERIAL AVENUE,2000,18000,15900,3600,32500,29500,"(32.77379021, -115.5693596)"
11,8,,San Diego,R,37.831,,JCT. RTE. 79 NORTH,2000,24800,24600,2300,22200,19900,"(32.82733662, -116.6258513)"
11,8,,Imperial,R,37.972,,JCT. RTE. 86,3600,32500,29500,3850,32500,31500,"(32.7736935, -115.5522514)"
11,8,,Imperial,R,38.964,,DOGWOOD ROAD,3850,32500,31500,2000,34000,31500,"(32.77367335, -115.5352736)"
11,8,,Imperial,R,40.944,,JCT. RTE. 111,2000,34000,31600,1650,19100,18000,"(32.77366914, -115.5012368)"
11,8,,Imperial,R,42.539,,BOWKER ROAD,1650,19100,18000,1550,17400,16400,"(32.77346213, -115.473806)"
11,8,,San Diego,R,43.532,,PINE VALLEY ROAD,2450,22800,19900,1950,19300,18200,"(32.81789406, -116.5328873)"
11,8,,San Diego,R,44.931,,SUNRISE HIGHWAY (LUGUNA JUNCTION),1950,19300,18200,1950,18900,17200,"(32.81086141, -116.5107777)"
11,8,,Imperial,R,47.783,,JCT. RTE. 7/ORCHARD ROAD,1550,17400,16400,1150,12500,12100,"(32.7731826, -115.3837176)"
11,8,,Imperial,R,50.492,,BONDS CORNER ROAD ,1150,12500,12100,1100,12200,11800,"(32.77320193, -115.3371614)"
11,8,,San Diego,R,51.98,,CAMERON ROAD,2050,18200,15300,2050,16900,14900,"(32.71802755, -116.4692612)"
11,8,,Imperial,R,53.497,,JCT. RTE. 115 NORTH,1100,12200,11800,1800,14200,12500,"(32.77286322, -115.2856016)"
11,8,,San Diego,R,61.147,,CRESTWOOD ROAD ,2050,16900,14900,1800,15800,14200,"(32.70523259, -116.361147)"
11,8,,Imperial,R,65.752,,EAST JCT. RTE. 98 WEST,1800,14200,12500,2150,16800,14600,"(32.71049643, -115.0894347)"
11,8,,San Diego,R,65.904,,JCT. RTE. 94 SOUTH,1800,16200,14200,1850,16600,13800,"(32.67685628, -116.2911304)"
11,8,,Imperial,R,68.827,,"EXPERIMENTAL FARM, BROCK RESEARCH CENTER",2150,16800,14600,2200,17000,14700,"(32.70776611, -115.0369923)"
11,8,,Imperial,R,73.477,,GORDON WELL ROAD,2200,17000,14700,2250,17400,15100,"(32.70840919, -114.9572466)"
11,8,,San Diego,R,73.951,,CARRIZO GORGE,1850,16600,13800,1400,15000,13300,"(32.63624667, -116.1660706)"
11,8,,San Diego,R,77.576,,IN KO PAH,1400,15000,13300,1400,14500,13400,"(32.64250849, -116.1069595)"
11,8,,San Diego,R,77.765,R,SAN DIEGO/IMPERIAL COUNTY LINE,1400,14500,13400,,,,"(32.64452671, -116.1057957)"
11,8,,Imperial,R,83.821,,OGILBY ROAD ,2300,18500,15600,2400,18700,16200,"(32.76030423, -114.8368013)"
11,8,,Imperial,R,88.701,,SIDEWINDER ROAD ,2400,18700,16200,2500,19000,16600,"(32.74671666, -114.7546825)"
11,8,,Imperial,R,90.74,,JCT. RTE. 186 SOUTH,2500,19000,16600,3200,25500,22400,"(32.74336463, -114.7202218)"
11,8,,Imperial,R,94.979,,WINTERHAVEN DRIVE,3200,25500,22400,2450,23600,20600,"(32.73705466, -114.6506883)"
11,8,,Imperial,R,96.546,,4TH AVENUE,2450,23600,20600,2100,20100,16700,"(32.73169021, -114.6247044)"
11,8,,Imperial,R,96.986,,ARIZONA STATE LINE,2100,20100,16700,,,,"(32.72825583, -114.61739)"
11,15,,San Diego,,0.405,,MAIN STREET UC,,,,580,7300,7100,"(32.690933, -117.123222)"
11,15,,San Diego,,0.553,,JCT. RTE. 5,580,7300,7100,9700,103000,101000,"(32.69264371, -117.1218303)"
11,15,,San Diego,R,0.588,,"SAN DIEGO, OCEANVIEW BOULEVARD",9700,103000,101000,8600,114000,112000,"(32.70100568, -117.1205368)"
11,15,,San Diego,,1.846,,"SAN DIEGO, MARKET STREET",8600,114000,112000,11900,126000,123000,"(32.71140545, -117.1188998)"
11,15,,San Diego,,2.226,,JCT. RTE. 94,11900,126000,123000,10900,120000,117000,"(32.7168489, -117.1177471)"
11,15,,San Diego,R,3.367,,JCT. RTE. 805,10900,120000,117000,13500,168000,163000,"(32.732364, -117.1115485)"
11,15,,San Diego,M,4.663,,"SAN DIEGO, UNIVERSITY AVENUE",13500,168000,163000,13000,162000,161000,"(32.74994725, -117.1085808)"
11,15,,San Diego,M,5.042,,"SAN DIEGO, EL CAJON BOULEVARD",13000,162000,161000,12900,160000,159000,"(32.75533067, -117.1085968)"
11,15,,San Diego,M,5.6,,"SAN DIEGO, ADAMS AVENUE",12900,160000,159000,14700,175000,171000,"(32.76324892, -117.1091071)"
11,15,,San Diego,R,6.132,,JCT. RTE. 8,14500,172000,171000,16900,206000,202000,"(32.77893186, -117.1123175)"
11,15,,San Diego,R,6.817,,"SAN DIEGO, FRIARS ROAD",16900,206000,202000,16800,219000,209000,"(32.7884611, -117.1138014)"
11,15,,San Diego,R,8.366,,"SAN DIEGO, AERO DRIVE",16800,219000,209000,14200,185000,184000,"(32.81042875, -117.1139676)"
11,15,,San Diego,R,9.238,,"SAN DIEGO, BALBOA AVENUE",14200,185000,184000,13200,173000,171000,"(32.82293362, -117.1162597)"
11,15,,San Diego,R,9.995,,CLAIREMONT MESA BOULEVARD,13200,173000,171000,13300,155000,154000,"(32.83375753, -117.1188324)"
11,15,,San Diego,R,10.58,,JCT. RTE. 52,13300,155000,154000,14100,184000,182000,"(32.841884, -117.120406)"
11,15,,San Diego,M,12.002,,ROUTE 15S HOV LANES,14100,184000,182000,13600,176000,175000,"(32.8617361, -117.1108112)"
11,15,,San Diego,M,12.124,,JCT. RTE. 163,13600,176000,175000,26000,309000,299000,"(32.86340524, -117.1101027)"
11,15,,San Diego,M,13.334,,"SAN DIEGO, MIRAMAR WAY",26000,309000,299000,24300,304000,296000,"(32.8805574, -117.108104)"
11,15,,San Diego,M,14.285,,"SAN DIEGO, MIRAMAR/ POMERADO ROADS",24300,304000,296000,22700,285000,279000,"(32.89296453, -117.1147966)"
11,15,,San Diego,M,15,,CARROLL CANYON ROAD,22700,285000,279000,21700,267000,262000,"(32.903437, -117.116203)"
11,15,,San Diego,M,15.924,,MIRA MESA BOULEVARD,21700,267000,262000,19900,262000,253000,"(32.91695239, -117.1158952)"
11,15,,San Diego,M,17.311,,"SAN DIEGO, MERCY ROAD ",19900,262000,253000,19100,251000,240000,"(32.93665236, -117.1110996)"
11,15,,San Diego,M,18.176,,"SAN DIEGO, POWAY ROAD",19100,251000,240000,17200,225000,210000,"(32.94824056, -117.1054352)"
11,15,,San Diego,M,19.468,,JCT. RTE. 56,17200,225000,210000,19000,246000,237000,"(32.964695, -117.095144)"
11,15,,San Diego,M,20.574,,CARMEL MOUNTAIN ROAD,19000,246000,237000,16700,235000,226000,"(32.97868105, -117.0863352)"
11,15,,San Diego,M,21.915,,"SAN DIEGO, CAMINO DEL NORTE ",16700,235000,226000,16600,235000,220000,"(32.99764264, -117.0830666)"
11,15,,San Diego,M,22.935,,"SAN DIEGO, BERNARDO CENTER DRIVE",16600,235000,220000,16100,227000,211000,"(33.01202551, -117.0797489)"
11,15,,San Diego,M,23.687,,"SAN DIEGO, RANCHO BERNARDO ROAD",16100,227000,211000,16200,202000,197000,"(33.02289983, -117.0786757)"
11,15,,San Diego,M,26.026,,POMERADO ROAD,16200,202000,197000,17100,208000,203000,"(33.05580707, -117.0713012)"
11,15,,San Diego,M,26.97,,"ESCONDIDO, FELICITA ROAD, VIA RANCHO PKWY",17100,208000,203000,15500,204000,195000,"(33.06917196, -117.069224)"
11,15,,San Diego,M,27.65,,"ESCONDIDO, S JCT. OF CENTRE CITY PKWY",15500,204000,195000,18200,216000,207000,"(33.07942269, -117.0714297)"
11,15,,San Diego,R,28.765,,CITRACADO PARKWAY,18200,216000,207000,17400,229000,217000,"(33.09248124, -117.0823718)"
11,15,,San Diego,R,30.09,,"ESCONDIDO, 9TH AVENUE",17400,229000,217000,17900,216000,210000,"(33.10837713, -117.094711)"
11,15,,San Diego,R,30.627,,VALLEY PARKWAY,17900,216000,210000,17800,227000,226000,"(33.1154445, -117.0988749)"
11,15,,San Diego,R,31.517,,JCT. RTE. 78,17800,227000,226000,11500,138000,134000,"(33.1274465, -117.1047)"
11,15,,San Diego,R,32.861,,"ESCONDIDO, EL NORTE PARKWAY",11500,138000,134000,9100,122000,118000,"(33.14670307, -117.104327)"
11,15,,San Diego,R,33.922,,CENTRE CITY PARKWAY,9100,122000,118000,9600,129000,124000,"(33.16225653, -117.1055312)"
11,15,,San Diego,R,36.636,,DEER SPRINGS ROAD,9600,129000,124000,10800,132000,124000,"(33.19736851, -117.1255818)"
11,15,,San Diego,R,40.842,,GOPHER CANYON ROAD,10800,132000,124000,9200,126000,117000,"(33.25276417, -117.1555729)"
11,15,,San Diego,R,43.279,,ESCONDIDO HIGHWAY ,9200,126000,117000,9900,125000,120000,"(33.28622294, -117.1493763)"
11,15,,San Diego,R,46.491,,JCT. RTE. 76,9900,125000,120000,10200,131000,126000,"(33.331371, -117.159088)"
11,15,,San Diego,R,50.585,,MISSION ROAD ,10200,131000,126000,10800,147000,137000,"(33.38717363, -117.1744828)"
11,15,,San Diego,R,54.07,,RAINBOW VALLEY BOULEVARD,10800,147000,137000,10900,147000,136000,"(33.43042342, -117.1454232)"
11,15,,San Diego,R,54.258,,SAN DIEGO/RIVERSIDE COUNTY LINE,10900,147000,136000,,,,"(33.432527, -117.1431824)"
11,52,,San Diego,,0.324,,JCT. RTE. 5,,,,7300,85000,81000,"(32.83748109, -117.2345692)"
11,52,,San Diego,,1.346,,REGENTS ROAD,7500,85000,81000,6500,81000,79000,"(32.84166773, -117.2177752)"
11,52,,San Diego,,2.292,,"SAN DIEGO, GENESEE AVENUE",6500,81000,79000,8100,89000,86000,"(32.84672563, -117.2029814)"
11,52,,San Diego,,3.761,,JCT. RTE. 805,7900,90000,86000,9800,107000,103000,"(32.84736276, -117.1779781)"
11,52,,San Diego,,5.494,,CONVOY STREET,9500,105000,103000,10000,105000,104000,"(32.83759592, -117.1521376)"
11,52,,San Diego,,6.602,,JCT. RTE. 163,10300,107000,104000,8400,92000,90000,"(32.84102526, -117.133617)"
11,52,,San Diego,,6.926,,KEARNEY VILLA OC,8400,92000,90000,8400,92000,90000,"(32.8415579, -117.1279489)"
11,52,,San Diego,,7.314,,JCT. RTE. 15,8400,92000,90000,8900,100000,97000,"(32.84166973, -117.1213461)"
11,52,,San Diego,,8.713,,SANTO ROAD,8900,100000,97000,8400,94000,91000,"(32.84115253, -117.0973357)"
11,52,,San Diego,,13.273,,MAST BOULEVARD,8100,94000,91000,7300,81000,79000,"(32.84516826, -117.0266973)"
11,52,,San Diego,,13.972,,MISSION GORGE,7300,81000,79000,7300,82000,79000,"(32.83662056, -117.0201493)"
11,52,,San Diego,,14.962,,JCT. RTE. 125,7300,82000,79000,7200,79000,76000,"(32.8366167, -117.0032614)"
11,52,,San Diego,,16.144,,CUYAMACA STREET,7200,79000,76000,6600,76000,73000,"(32.83294689, -116.9840638)"
11,52,,San Diego,,17.22,,JCT. RTE. 67,6600,76000,73000,,,,"(32.83236315, -116.9655967)"
11,54,,San Diego,,0,R,"JCT. RTE. 5, BEGIN RIGHT ALIGN",,,,4600,54000,53000,"(32.65063928, -117.1039932)"
11,54,,San Diego,,0,L,"WB OFF TO SB RTE. 5, BEGIN LEFT ALIGN",,,,4250,49500,48500,"(32.65063928, -117.1039932)"
11,54,,San Diego,,0.401,R,NATIONAL CITY BOULEVARD,4600,54000,53000,4550,59000,58000,"(32.65192892, -117.0974546)"
11,54,,San Diego,,0.406,L,"NATIONAL CITY, NATIONAL CITY BOULEVARD",4250,49500,48500,4350,56000,55000,"(32.65194985, -117.0973724)"
11,54,,San Diego,,0.899,R,"NATIONAL CITY, HIGHLAND AVENUE OC",4550,59000,58000,4900,64000,61000,"(32.65471545, -117.089548)"
11,54,,San Diego,,0.904,L,"NATIONAL CITY, HIGHLAND AVENUE OC",4350,56000,55000,4800,61000,59000,"(32.65475458, -117.0894737)"
11,54,,San Diego,,1.753,R,END RIGHT ALIGN,4900,64000,61000,,,,"(32.65819139, -117.0757319)"
11,54,,San Diego,,1.797,L,END LEFT ALIGN,4800,61000,59000,,,,"(32.65845161, -117.0759238)"
11,54,,San Diego,,1.88,,JCT. RTE. 805,9800,127000,124000,10600,134000,131000,"(32.65821992, -117.0743753)"
11,54,,San Diego,,2.968,,REO DRIVE,10600,134000,131000,10000,124000,123000,"(32.66409814, -117.0573098)"
11,54,,San Diego,,4.207,,WOODMAN STREET,10000,124000,123000,9000,110000,109000,"(32.67307774, -117.0390974)"
11,54,,San Diego,,4.994,,BRIARWOOD ROAD,9000,110000,109000,8800,104000,100000,"(32.68144442, -117.0299545)"
11,54,,San Diego,T,10.993,,JCT. RTE. 94,8800,104000,100000,3300,38000,37500,"(32.69562623, -117.0134832)"
11,54,,San Diego,T,11.261,,WEST CUYAMACA COLLEGE DRIVE,3300,38000,37500,3150,36500,36000,"(32.74112196, -116.9383847)"
11,54,,San Diego,T,11.846,,WILLOW GLEN DRIVE,3150,36500,36000,2100,22800,22200,"(32.74480069, -116.9293555)"
11,54,,San Diego,T,13.71,,CHASE AVENUE,2100,22800,22200,1900,21900,21800,"(32.76877651, -116.927885)"
11,54,,San Diego,T,14.179,,GROVE RD. LT.,1900,21900,21800,1900,21900,21800,"(32.77563237, -116.9278785)"
11,56,,San Diego,,0.309,,EL CAMINO RL,4550,59000,57000,6300,77000,74000,"(32.93410988, -117.2370297)"
11,56,,San Diego,,0.82,,CARMEL CREEK RD,6300,77000,74000,7800,84000,81000,"(32.937153, -117.22903)"
11,56,,San Diego,,1.808,,CARMEL COUNTRY RD,7800,84000,81000,7300,77000,75000,"(32.94378111, -117.2141256)"
11,56,,San Diego,,3.103,,CARMEL VALLEY RD,7300,77000,75000,9600,69000,64000,"(32.95199242, -117.1943207)"
11,56,,San Diego,,6.338,,CAMINO DEL SUR,9600,69000,64000,7600,74000,72000,"(32.95645524, -117.1500609)"
11,56,,San Diego,,7.202,,BLACK MOUNTAIN RD,7600,74000,72000,6700,74000,73000,"(32.95321896, -117.1362172)"
11,56,,San Diego,,8.54,,RANCHO PENASQUITOS BLVD,6700,74000,73000,6000,67000,66000,"(32.95829202, -117.1138832)"
11,56,,San Diego,,9.712,,JCT. RTE. 15,6000,67000,66000,2900,32500,32000,"(32.96461157, -117.0953297)"
11,56,,San Diego,,9.837,,END OF ROUTE,2900,32500,32000,,,,"(32.96482596, -117.0932286)"
11,67,,San Diego,R,0,,"EL CAJON, JCT. RTE. 8",,,,3900,47500,47000,"(32.803117, -116.962254)"
11,67,,San Diego,R,0.306,,"EL CAJON, BROADWAY",3900,47500,47000,8400,98000,97000,"(32.80747293, -116.9617192)"
11,67,,San Diego,R,1.118,,BRADLEY AVENUE,8400,98000,97000,7700,95000,90000,"(32.81913741, -116.9604735)"
11,67,,San Diego,R,1.943,,PROSPECT AVENUE,7700,95000,90000,5100,61000,58000,"(32.83104215, -116.9617574)"
11,67,,San Diego,R,2.672,,WOODSIDE AVENUE,5100,61000,58000,6800,76000,74000,"(32.84231925, -116.960783)"
11,67,,San Diego,R,3.914,,RIVERFORD ROAD ,6800,76000,74000,5100,60000,59000,"(32.85498712, -116.9460572)"
11,67,,San Diego,R,4.832,,WINTER GARDEN BOULEVARD,5100,60000,59000,3300,37500,36000,"(32.858059, -116.931962)"
11,67,,San Diego,R,5.479,,MAPLEVIEW STREET,3300,37500,36000,2350,26000,25500,"(32.862298, -116.923043)"
11,67,,San Diego,,6.67,,WILLOW ROAD,2350,26000,25500,2150,22300,21800,"(32.87346299, -116.924271)"
11,67,,San Diego,,9.117,,VIGILANTE ROAD,2150,22300,21800,1950,21600,21100,"(32.90459395, -116.9400256)"
11,67,,San Diego,,9.32,,SLAUGHTER HOUSE CANYON ROAD,1950,21600,21100,1850,20000,19800,"(32.90658311, -116.9424347)"
11,67,,San Diego,,13.56,,RIO MARIA RD RT T,1850,20000,19800,1850,20900,18500,"(32.9561891, -116.9698763)"
11,67,,San Diego,,15.2,,POWAY ROAD,1850,20900,18500,2200,25000,24400,"(32.97853131, -116.9733569)"
11,67,,San Diego,R,20.873,,SAN VICENTE LAKE RD (MUSSEY GRADE RD),2200,25000,24400,2100,22700,22100,"(33.00894106, -116.914992)"
11,67,,San Diego,,21.348,,HIGHLAND VALLEY ROAD,2100,22700,22100,1850,20100,19800,"(33.01318297, -116.90853)"
11,67,,San Diego,,23.276,,LETTON STREET,1850,20100,19800,1850,20800,20500,"(33.03244613, -116.8840188)"
11,67,,San Diego,,23.84,,MONTECITO ROAD/15TH STREET,1850,20800,20500,2900,33000,32500,"(33.03773218, -116.8763606)"
11,67,,San Diego,,24.17,,TWELFTH STREET,2900,33000,32500,3000,34500,34000,"(33.04035318, -116.8715806)"
11,67,,San Diego,,24.27,,ELEVENTH STREET,3000,34500,34000,2650,31000,29000,"(33.04116109, -116.8701371)"
11,67,,San Diego,,24.377,,"RAMONA, JCT. RTE. 78",2650,31000,29000,,,,"(33.042041, -116.868598)"
11,75,,San Diego,,8.93,,"BEGIN ROUTE 75, EAST OF ROUTE 5",,,,2650,32500,32000,"(32.58387269, -117.0860364)"
11,75,,San Diego,,9,,"SAN DIEGO, JCT. RTE. 5",2650,32500,32000,5400,70000,67000,"(32.58389752, -117.0873475)"
11,75,,San Diego,,9.31,,"SAN DIEGO, SATURN/19TH STREET",5400,70000,67000,4200,51000,50000,"(32.58392976, -117.0926653)"
11,75,,San Diego,,10.07,,"IMPERIAL BEACH, 13TH STREET",4200,51000,50000,2850,34500,34000,"(32.58395547, -117.105681)"
11,75,,San Diego,,10.57,,"IMPERIAL BEACH, 9TH STREET",2850,34500,34000,1900,23100,23000,"(32.58399752, -117.1143112)"
11,75,,San Diego,,10.72,,"IMPERIAL BEACH, DELAWARE STREET",1900,23100,23000,1700,20800,20600,"(32.58423744, -117.1168653)"
